treatment,replicate,past_1,past_2,past_3,past_4,met_1,met_2,met_3,met_4,average_past,average_met,treat_fail,missing,cont,past_treat,met_treat,status,coinf_treat,coinf,age,past_inf,met_inf
13,6,0,0,0,0,51,45,36,48,0,45,1,0,0,1,1,3,3,1,3,0,1
13,7,0,0,0,0,61,49,53,59,0,55.5,1,0,0,1,1,3,3,1,3,0,1
13,8,0,0,0,0,73,71,57,10,0,52.75,1,0,0,1,1,3,3,1,3,0,1
13,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,3,0,0
13,10,0,1,0,0,69,77,60,77,0.25,70.75,0,0,0,1,1,4,3,1,3,1,1
13,11,0,0,0,0,89,93,123,110,0,103.75,1,0,0,1,1,3,3,1,3,0,1
13,12,0,0,0,0,4,9,9,7,0,7.25,1,0,0,1,1,3,3,1,3,0,1
13,13,0,0,0,0,63,61,76,56,0,64,1,0,0,1,1,3,3,1,3,0,1
13,14,0,0,2,1,53,58,55,53,0.75,54.75,0,0,0,1,1,4,3,1,3,1,1
13,16,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1,3,0,0
13,17,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1,3,0,0
13,21,0,0,0,0,53,54,62,58,0,56.75,1,0,0,1,1,3,3,1,3,0,1
13,23,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1,3,0,0
13,24,0,0,0,0,74,93,81,102,0,87.5,1,0,0,1,1,3,3,1,3,0,1
13,25,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1,3,0,0
13,27,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1,3,0,0
13,28,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,3,0,0
13,29,0,0,0,0,81,62,56,68,0,66.75,1,0,0,1,1,3,3,1,3,0,1
13,30,0,1,0,0,9,12,13,14,0.25,12,0,0,0,1,1,4,3,1,3,1,1
