,Treatment,treatnameM,treatnameP,Replicate,Parasite,Count 1,Count 2,Count 3,Count 4,average,indwork,treatwork,co,stillalive,contaminated,pasteuria,exposed,Dissolved,dayslife,totbab,babperday,lastrepro,# of Babies 7/24,27-Jul,29-Jul,31-Jul,3-Aug,5-Aug,7-Aug,10-Aug,12-Aug,14-Aug,17-Aug,19-Aug,21-Aug,24-Aug,26-Aug,28-Aug,31-Aug,2-Sep,4-Sep,7-Sep,9-Sep,11-Sep,14-Sep,16-Sep,18-Sep,21-Sep,23-Sep,25-Sep,28-Sep,30-Sep,2-Oct,5-Oct,7-Oct,9-Oct,12-Oct,14-Oct,lifetimesig,fecundsig
139,3,single,none,10,1,240,242,232,NA,238,1,1,1,0,0,1,1,0,12,27,2.25,12,0,2,8,7,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
140,3,single,none,10,2,0,0,0,NA,0,0,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
141,3,single,none,11,1,22,22,11,12,16.75,1,1,1,0,0,1,1,0,10,17,1.7,9,2,5,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
142,3,single,none,11,2,0,0,0,0,0,0,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
143,3,single,none,12,1,92,112,88,NA,97.33333333,1,1,1,0,0,1,1,0,10,15,1.5,9,2,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
144,3,single,none,12,2,0,0,0,NA,0,0,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
145,3,single,none,13,1,134,121,109,141,126.25,1,0,1,0,1,1,1,0,12,21,1.75,10,3,6,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
146,3,single,none,13,2,1,0,0,2,0.75,1,0,1,0,1,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
147,3,single,none,14,1,57,49,50,NA,52,1,1,1,0,0,1,1,0,12,25,2.083333333,10,2,6,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
148,3,single,none,14,2,0,0,0,NA,0,0,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
149,3,single,none,15,1,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,0,17,85,5,4,1,7,0,9,7,6,0,8,10,12,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
150,3,single,none,15,2,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
151,3,single,none,16,1,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,0,17,69,4.058823529,4,0,6,0,6,5,8,0,5,10,11,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
152,3,single,none,16,2,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
153,3,single,none,17,1,164,205,223,208,200,1,1,1,0,0,1,1,0,12,22,1.833333333,11,2,6,0,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
154,3,single,none,17,2,0,0,0,0,0,0,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
155,3,single,none,18,1,77,102,90,NA,89.66666667,1,1,1,0,0,1,1,0,9,17,1.888888889,9,1,6,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
156,3,single,none,18,2,0,0,0,NA,0,0,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
157,3,single,none,19,1,81,94,147,NA,107.3333333,1,1,1,0,0,1,1,1,13,23,1.769230769,11,0,4,8,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
158,3,single,none,19,2,0,0,0,NA,0,0,1,1,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
159,3,single,none,20,1,31,29,25,NA,28.33333333,1,1,1,0,0,1,1,0,7,10,1.428571429,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
160,3,single,none,20,2,0,0,0,NA,0,0,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
161,3,single,none,21,1,209,182,184,NA,191.6666667,1,0,1,0,1,1,1,0,12,26,2.166666667,11,0,3,6,8,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
162,3,single,none,21,2,19,13,0,NA,10.66666667,1,0,1,0,1,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
163,3,single,none,22,1,257,211,175,305,237,1,1,1,0,0,1,1,0,14,33,2.357142857,14,0,3,4,6,6,0,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
164,3,single,none,22,2,0,0,0,0,0,0,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
165,3,single,none,23,1,21,40,19,21,25.25,1,1,1,0,0,1,1,0,12,22,1.833333333,11,2,4,8,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
166,3,single,none,23,2,0,0,0,0,0,0,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
167,3,single,none,24,1,13,12,12,NA,12.33333333,1,1,1,0,0,1,1,1,12,23,1.916666667,10,2,5,7,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
168,3,single,none,24,2,0,0,0,NA,0,0,1,1,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
169,3,single,none,25,1,43,42,73,NA,52.66666667,1,1,1,0,0,1,1,0,11,16,1.454545455,9,0,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
170,3,single,none,25,2,0,0,0,NA,0,0,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
171,3,single,none,26,1,0,0,0,NA,0,0,0,1,0,0,1,1,1,17,80,4.705882353,4,0,2,7,6,5,7,0,8,11,8,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
172,3,single,none,26,2,0,0,0,NA,0,0,0,1,0,0,1,1,1,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
173,3,single,none,27,1,244,225,241,NA,236.6666667,1,1,1,0,0,1,1,0,13,30,2.307692308,12,2,7,0,8,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
174,3,single,none,27,2,0,0,0,NA,0,0,1,1,0,0,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
175,3,single,none,28,1,21,19,18,21,19.75,1,1,1,0,0,1,1,1,10,21,2.1,9,0,3,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
176,3,single,none,28,2,0,0,0,0,0,0,1,1,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
177,3,single,none,29,1,66,88,66,NA,73.33333333,1,1,1,0,0,1,1,1,13,27,2.076923077,10,0,7,0,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
178,3,single,none,29,2,0,0,0,NA,0,0,1,1,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
179,3,single,none,30,1,128,191,229,NA,182.6666667,1,0,1,0,1,1,1,0,11,18,1.636363636,10,1,?,6,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
180,3,single,none,30,2,2,0,2,NA,1.333333333,1,0,1,0,1,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
181,4,simultaneous,simultaneous,1,1,186,184,211,NA,193.6666667,1,1,2,0,0,2,1,0,12,17,1.416666667,8,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
182,4,simultaneous,simultaneous,1,2,77,56,66,NA,66.33333333,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
183,4,simultaneous,simultaneous,2,1,163,182,164,NA,169.6666667,1,1,2,0,0,2,1,0,12,18,1.5,8,0,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
184,4,simultaneous,simultaneous,2,2,57,55,48,NA,53.33333333,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
185,4,simultaneous,simultaneous,3,1,68,75,74,NA,72.33333333,1,1,2,0,0,2,1,1,12,20,1.666666667,8,0,11,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
186,4,simultaneous,simultaneous,3,2,6,4,4,NA,4.666666667,1,1,2,0,0,2,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
187,4,simultaneous,simultaneous,4,1,0,0,0,NA,0,0,0,2,0,0,2,1,0,12,15,1.25,4,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
188,4,simultaneous,simultaneous,4,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
189,4,simultaneous,simultaneous,5,1,0,0,0,NA,0,0,0,2,0,0,2,1,0,25,16,0.64,4,2,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
190,4,simultaneous,simultaneous,5,2,689,642,662,NA,664.3333333,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
191,4,simultaneous,simultaneous,6,1,62,85,81,NA,76,1,1,2,0,0,2,1,0,11,18,1.636363636,9,2,5,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
192,4,simultaneous,simultaneous,6,2,8,2,1,NA,3.666666667,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
193,4,simultaneous,simultaneous,7,1,151,159,189,NA,166.3333333,1,1,2,0,0,2,1,0,11,23,2.090909091,9,2,8,0,7,6,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
194,4,simultaneous,simultaneous,7,2,23,23,28,NA,24.66666667,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
195,4,simultaneous,simultaneous,8,1,108,116,154,NA,126,1,1,2,0,0,2,1,1,12,12,1,8,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
196,4,simultaneous,simultaneous,8,2,5,4,2,NA,3.666666667,1,1,2,0,0,2,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
197,4,simultaneous,simultaneous,9,1,0,0,0,NA,0,0,0,2,0,0,2,1,0,28,19,0.678571429,4,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
198,4,simultaneous,simultaneous,9,2,871,837,855,NA,854.3333333,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
199,4,simultaneous,simultaneous,10,1,0,0,0,NA,0,0,0,2,0,0,2,1,0,36,223,6.194444444,4,2,7,0,8,8,8,9,14,0,14,18,16,0,10,11,0,14,0,5,10,0,12,0,15,0,8,14,0,0,11,9,0,0,0,0,0,2,2
200,4,simultaneous,simultaneous,10,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
201,4,simultaneous,simultaneous,11,1,144,184,170,NA,166,1,0,2,0,0,2,1,0,12,30,2.5,4,0,8,5,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
202,4,simultaneous,simultaneous,11,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
203,4,simultaneous,simultaneous,12,1,170,193,153,187,175.75,1,1,2,0,0,2,1,0,13,31,2.384615385,12,0,4,6,8,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
204,4,simultaneous,simultaneous,12,2,8,17,3,6,8.5,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
205,4,simultaneous,simultaneous,13,1,133,176,196,203,177,1,1,2,0,0,2,1,0,13,14,1.076923077,12,0,3,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
206,4,simultaneous,simultaneous,13,2,77,74,71,70,73,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
207,4,simultaneous,simultaneous,14,1,0,0,0,0,0,0,0,2,0,0,2,1,0,23,15,0.652173913,4,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
208,4,simultaneous,simultaneous,14,2,546,615,445,377,495.75,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
209,4,simultaneous,simultaneous,15,1,NA,NA,NA,NA,NA,1,0,2,0,0,2,1,0,31,58,1.870967742,4,0,7,0,7,0,0,0,3,8,3,17,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
210,4,simultaneous,simultaneous,15,2,NA,NA,NA,NA,NA,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
211,4,simultaneous,simultaneous,16,1,25,28,28,NA,27,1,1,2,0,0,2,1,1,12,21,1.75,11,0,4,6,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
212,4,simultaneous,simultaneous,16,2,1,1,0,NA,0.666666667,1,1,2,0,0,2,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
213,4,simultaneous,simultaneous,17,1,34,43,32,NA,36.33333333,1,1,2,0,0,2,1,1,13,16,1.230769231,8,1,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
214,4,simultaneous,simultaneous,17,2,47,29,42,NA,39.33333333,1,1,2,0,0,2,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
215,4,simultaneous,simultaneous,18,1,38,43,54,NA,45,1,1,2,0,0,2,1,1,13,14,1.076923077,8,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
216,4,simultaneous,simultaneous,18,2,20,11,19,NA,16.66666667,1,1,2,0,0,2,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
217,4,simultaneous,simultaneous,19,1,7,2,0,3,3,1,1,2,0,0,2,1,0,31,11,0.35483871,8,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
218,4,simultaneous,simultaneous,19,2,553,546,339,512,487.5,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
219,4,simultaneous,simultaneous,20,1,0,0,0,NA,0,0,0,2,0,0,2,1,1,13,13,1,4,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
220,4,simultaneous,simultaneous,20,2,6,12,7,NA,8.333333333,1,0,2,0,0,2,1,1,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
221,4,simultaneous,simultaneous,21,1,237,272,189,194,223,1,1,2,0,0,2,1,0,13,16,1.230769231,8,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
222,4,simultaneous,simultaneous,21,2,112,121,97,72,100.5,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
223,4,simultaneous,simultaneous,22,1,168,126,97,130,130.25,1,1,2,0,0,2,1,0,13,15,1.153846154,8,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
224,4,simultaneous,simultaneous,22,2,60,27,52,34,43.25,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
225,4,simultaneous,simultaneous,23,1,109,100,87,101,99.25,1,1,2,0,0,2,1,0,12,12,1,8,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
226,4,simultaneous,simultaneous,23,2,47,12,0,2,15.25,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
227,4,simultaneous,simultaneous,24,1,131,170,139,NA,146.6666667,1,1,2,0,0,2,1,0,12,11,0.916666667,8,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
228,4,simultaneous,simultaneous,24,2,58,49,39,NA,48.66666667,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
229,4,simultaneous,simultaneous,25,1,45,51,52,47,48.75,1,1,2,0,0,2,1,1,11,19,1.727272727,9,1,5,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
