,Treatment,treatnameM,treatnameP,Replicate,Parasite,Count 1,Count 2,Count 3,Count 4,average,indwork,treatwork,co,stillalive,contaminated,pasteuria,exposed,Dissolved,dayslife,totbab,babperday,lastrepro,# of Babies 7/24,27-Jul,29-Jul,31-Jul,3-Aug,5-Aug,7-Aug,10-Aug,12-Aug,14-Aug,17-Aug,19-Aug,21-Aug,24-Aug,26-Aug,28-Aug,31-Aug,2-Sep,4-Sep,7-Sep,9-Sep,11-Sep,14-Sep,16-Sep,18-Sep,21-Sep,23-Sep,25-Sep,28-Sep,30-Sep,2-Oct,5-Oct,7-Oct,9-Oct,12-Oct,14-Oct,lifetimesig,fecundsig
230,4,simultaneous,simultaneous,25,2,0,1,0,0,0.25,1,1,2,0,0,2,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
231,4,simultaneous,simultaneous,26,1,49,48,48,NA,48.33333333,1,0,2,0,0,2,1,1,12,17,1.416666667,4,3,6,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
232,4,simultaneous,simultaneous,26,2,0,0,0,NA,0,0,0,2,0,0,2,1,1,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
233,4,simultaneous,simultaneous,27,1,197,200,111,242,187.5,1,1,2,0,0,2,1,0,13,14,1.076923077,8,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
234,4,simultaneous,simultaneous,27,2,24,27,13,18,20.5,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
235,4,simultaneous,simultaneous,28,1,0,0,0,0,0,0,0,2,0,0,2,1,0,28,17,0.607142857,4,0,4,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
236,4,simultaneous,simultaneous,28,2,244,240,161,190,208.75,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
237,4,simultaneous,simultaneous,29,1,0,0,0,NA,0,0,0,2,0,0,2,1,0,11,31,2.818181818,4,2,?,0,6,7,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
238,4,simultaneous,simultaneous,29,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
239,4,simultaneous,simultaneous,30,1,0,0,0,NA,0,0,0,2,0,0,2,1,0,21,12,0.571428571,4,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
240,4,simultaneous,simultaneous,30,2,493,609,616,NA,572.6666667,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
241,5,second,first,1,1,0,0,0,NA,0,0,0,2,0,0,2,1,1,33,30,0.909090909,4,0,2,7,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
242,5,second,first,1,2,666,591,602,NA,619.6666667,1,0,2,0,0,2,1,1,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
243,5,second,first,2,1,34,43,45,NA,40.66666667,1,0,2,0,0,2,1,0,11,23,2.090909091,4,0,1,8,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
244,5,second,first,2,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
245,5,second,first,3,1,178,190,177,NA,181.6666667,1,1,2,0,0,2,1,0,14,27,1.928571429,12,0,9,0,6,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
246,5,second,first,3,2,5,0,3,NA,2.666666667,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
247,5,second,first,4,1,88,93,100,NA,93.66666667,1,1,2,0,0,2,1,0,11,14,1.272727273,8,0,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
248,5,second,first,4,2,9,0,0,NA,3,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
249,5,second,first,5,1,NA,NA,NA,NA,NA,1,0,2,0,0,2,1,0,7,7,1,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
250,5,second,first,5,2,NA,NA,NA,NA,NA,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
251,5,second,first,6,1,214,198,190,NA,200.6666667,1,1,2,0,0,2,1,0,14,12,0.857142857,8,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
252,5,second,first,6,2,31,26,29,NA,28.66666667,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
253,5,second,first,7,1,37,33,41,NA,37,1,0,2,0,0,2,1,0,14,27,1.928571429,4,0,3,7,5,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
254,5,second,first,7,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
255,5,second,first,8,1,115,162,129,NA,135.3333333,1,0,2,0,0,2,1,0,12,19,1.583333333,4,0,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
256,5,second,first,8,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
257,5,second,first,9,1,159,161,139,NA,153,1,0,2,0,0,2,1,0,13,26,2,4,1,1,8,6,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
258,5,second,first,9,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
259,5,second,first,10,1,170,185,185,167,176.75,1,1,2,0,0,2,1,0,13,16,1.230769231,9,0,6,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
260,5,second,first,10,2,154,54,151,141,125,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
261,5,second,first,11,1,54,54,47,NA,51.66666667,1,0,2,0,0,2,1,0,13,22,1.692307692,4,0,2,7,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
262,5,second,first,11,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
263,5,second,first,12,1,NA,NA,NA,NA,NA,1,0,2,0,0,2,1,0,14,23,1.642857143,4,0,4,8,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
264,5,second,first,12,2,NA,NA,NA,NA,NA,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
265,5,second,first,13,1,NA,NA,NA,NA,NA,1,0,2,0,0,2,1,0,11,16,1.454545455,4,0,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
266,5,second,first,13,2,NA,NA,NA,NA,NA,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
267,5,second,first,14,1,100,219,214,168,175.25,1,1,2,0,0,2,1,0,13,16,1.230769231,8,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
268,5,second,first,14,2,15,16,12,7,12.5,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
269,5,second,first,15,1,105,112,125,NA,114,1,1,2,0,0,2,1,0,13,18,1.384615385,8,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
270,5,second,first,15,2,48,55,64,NA,55.66666667,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
271,5,second,first,16,1,28,34,18,32,28,1,0,2,0,0,2,1,1,11,16,1.454545455,4,0,3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
272,5,second,first,16,2,0,0,0,0,0,0,0,2,0,0,2,1,1,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
273,5,second,first,17,1,201,257,217,NA,225,1,1,2,0,0,2,1,0,13,23,1.769230769,10,0,3,6,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
274,5,second,first,17,2,7,6,9,NA,7.333333333,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
275,5,second,first,18,1,120,98,74,NA,97.33333333,1,0,2,0,0,2,1,0,12,29,2.416666667,4,0,4,6,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
276,5,second,first,18,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
277,5,second,first,19,1,177,186,181,NA,181.3333333,1,0,2,0,0,2,1,0,14,27,1.928571429,4,0,12,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
278,5,second,first,19,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
279,5,second,first,20,1,54,97,116,NA,89,1,1,2,0,0,2,1,0,12,15,1.25,8,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
280,5,second,first,20,2,2,2,0,NA,1.333333333,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
281,5,second,first,21,1,39,50,42,NA,43.66666667,1,0,2,0,0,2,1,0,11,27,2.454545455,4,3,5,0,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
282,5,second,first,21,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
283,5,second,first,22,1,113,120,105,NA,112.6666667,1,1,2,0,0,2,1,0,14,16,1.142857143,8,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
284,5,second,first,22,2,30,18,4,NA,17.33333333,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
285,5,second,first,23,1,48,56,65,NA,56.33333333,1,1,2,0,0,2,1,0,13,15,1.153846154,8,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
286,5,second,first,23,2,4,0,1,NA,1.666666667,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
287,5,second,first,24,1,240,203,221,NA,221.3333333,1,1,2,0,0,2,1,0,13,18,1.384615385,7,0,4,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
288,5,second,first,24,2,0,2,0,NA,0.666666667,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
289,5,second,first,25,1,1,7,2,NA,3.333333333,1,0,2,0,0,2,1,1,18,64,3.555555556,4,0,3,8,8,8,0,7,6,6,7,4,0,?,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
290,5,second,first,25,2,0,0,0,NA,0,0,0,2,0,0,2,1,1,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
291,5,second,first,26,1,0,0,0,NA,0,0,0,2,0,0,2,1,1,14,15,1.071428571,4,0,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
292,5,second,first,26,2,0,0,0,NA,0,0,0,2,0,0,2,1,1,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
293,5,second,first,27,1,74,72,72,NA,72.66666667,1,1,2,0,0,2,1,1,13,18,1.384615385,8,0,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
294,5,second,first,27,2,114,99,63,NA,92,1,1,2,0,0,2,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
295,5,second,first,28,1,161,190,167,NA,172.6666667,1,0,2,0,0,2,1,0,14,25,1.785714286,4,0,7,8,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
296,5,second,first,28,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
297,5,second,first,29,1,89,140,61,NA,96.66666667,1,1,2,0,0,2,1,0,14,21,1.5,11,0,4,7,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
298,5,second,first,29,2,9,11,1,NA,7,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
299,5,second,first,30,1,226,232,204,NA,220.6666667,1,1,2,0,0,2,1,0,13,19,1.461538462,12,0,3,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
300,5,second,first,30,2,0,0,1,NA,0.333333333,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
301,6,first,second,1,1,109,90,114,NA,104.3333333,1,1,2,0,0,2,1,0,11,22,2,11,0,3,6,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
302,6,first,second,1,2,0,2,0,NA,0.666666667,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
303,6,first,second,2,1,0,0,0,NA,0,0,0,2,0,0,2,1,0,37,69,1.864864865,4,0,2,6,0,6,6,0,0,11,0,0,17,0,13,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
304,6,first,second,2,2,479,463,477,NA,473,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
305,6,first,second,3,1,0,0,0,NA,0,0,0,2,0,0,2,1,0,21,69,3.285714286,4,0,7,0,5,6,7,0,0,0,9,15,0,8,5,6,0,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
306,6,first,second,3,2,1,0,0,NA,0.333333333,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
307,6,first,second,4,1,90,90,74,NA,84.66666667,1,1,2,0,0,2,1,0,10,18,1.8,9,2,6,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
308,6,first,second,4,2,4,7,4,NA,5,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
309,6,first,second,5,1,95,110,103,NA,102.6666667,1,1,2,0,0,2,1,0,10,18,1.8,9,0,7,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
310,6,first,second,5,2,0,2,1,NA,1,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
311,6,first,second,6,1,20,23,13,NA,18.66666667,1,1,2,0,0,2,1,0,10,15,1.5,9,1,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
312,6,first,second,6,2,2,3,0,NA,1.666666667,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
313,6,first,second,7,1,189,193,241,NA,207.6666667,1,0,2,0,0,2,1,0,12,16,1.333333333,4,0,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
314,6,first,second,7,2,0,0,0,NA,0,0,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
315,6,first,second,8,1,0,0,0,NA,0,0,0,2,0,0,2,1,0,25,63,2.52,4,2,6,5,8,7,6,0,0,0,12,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
316,6,first,second,8,2,291,337,289,NA,305.6666667,1,0,2,0,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
317,6,first,second,9,1,30,21,20,22,23.25,1,1,2,0,0,2,1,0,10,12,1.2,9,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
318,6,first,second,9,2,1,0,1,0,0.5,1,1,2,0,0,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
319,6,first,second,10,1,0,0,0,NA,0,0,0,2,1,0,2,1,0,40,134,3.35,4,4,7,0,8,8,7,0,9,6,10,15,0,5,6,5,0,4,10,0,0,4,0,9,0,0,3,4,1,0,7,2,0,0,0,0,0,2,2
320,6,first,second,10,2,0,0,0,NA,0,0,0,2,1,0,2,1,0,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
321,6,first,second,11,1,123,176,155,NA,151.3333333,1,1,2,0,0,2,1,0,12,24,2,9,0,3,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
